time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.1403140872997575e-05,2.192008730622815e-05,10.005213246661627,0.005570711761555103,0.004655836826443327,0.0,-0.0012673417236917911,0.001331932673208695,0.17376167980766,0.024682933483632666,-0.024867268506603504,0.0,460.7568889395846,458.7871431312131,458.66758594468587,460.62326812575816
0.12000000000000001,-0.00019377446312113933,0.00023225456452071098,10.019976170862614,0.00738511211285342,0.0031626508168747236,0.0,-0.0043161269638164,0.005884403828583467,0.3183052721724089,0.0170445955548002,-0.024926205894770258,0.0,451.21519867258024,451.2103536227576,450.8263519941086,450.2088765406554
0.18,-0.0005166284668032178,0.0007324319083527975,10.039757161770392,0.01054292490929587,0.005204035126712192,0.0,-0.006612958730387154,0.011089732930898391,0.3410511393040398,-0.00020709645637404222,-0.0054895296984483295,0.0,411.3341976794026,413.05158905293507,412.1370670442087,410.6096096236957
0.23999999999999996,-0.0010126788386384407,0.0016111728430148913,10.06185105106502,0.013630153001112255,0.004911322512723082,0.0,-0.009892929030034303,0.01847819855329702,0.395391073760842,0.017916452321485376,-0.00427308915493865,0.0,421.95664144316385,422.06171307886,421.8402256606556,423.4020154728363
0.3,-0.0016955764695290112,0.0029675031669027132,10.085823005526306,0.01470131972030142,0.005175882959097322,0.0,-0.012901848824800001,0.02682762396676631,0.40366956342648413,0.01770719645215067,-0.01347016224345581,0.0,408.64656688758413,407.8261462736966,405.6753615789259,405.6565403351031
0.36000000000000004,-0.002585831615699668,0.004949224929509979,10.115250772700024,0.02365203447711295,0.004552745708174655,0.0,-0.016709460574269374,0.040205742419590254,0.5771668034207972,0.047297239952672786,-0.019533198320727425,0.0,460.30448595879784,459.82461068392905,458.49224659502306,460.837009474501
0.4200000000000001,-0.0036643240499930336,0.007783475133265945,10.149083984574109,0.030653899076144242,0.004434859282334003,0.0,-0.019222125878612203,0.05487223111106661,0.5506044549283875,0.023711225325221397,-0.009422508752952988,0.0,393.84329957955754,394.7772438277845,397.03094377698005,394.8624102259383
0.48000000000000015,-0.00495494397723933,0.011822376420556075,10.188144607126397,0.03562467830860783,0.012264920476678931,0.0,-0.024677993662697555,0.08031228159225397,0.7512806539030001,0.043180218396585784,0.021140549336989216,0.0,467.15292862816995,469.52970746750793,467.3547632619707,468.86981516315115
0.5400000000000001,-0.0067592139626507855,0.017546088338685328,10.240618089797909,0.03827085089580162,0.01546355241923525,0.0,-0.03587822220633052,0.11079603975200185,0.9976342816426553,0.044823169555638025,0.004674083698467098,0.0,482.60080432516963,481.35638254786704,481.7417597439901,481.86687031650496
0.6000000000000002,-0.009175720029527509,0.024834425634385805,10.299069546067292,0.04409271637955836,0.01987476557533796,0.0,-0.04501006896264573,0.1326332157234261,0.9507617501091762,0.024197789129470754,0.025770529469264072,0.0,387.57481766771406,389.55226585160597,389.8910912373187,387.9604965930334
0.6600000000000003,-0.012288648670593962,0.03371061573298798,10.35887927295135,0.04902331281046912,0.021413802838826435,0.0,-0.05890999192624318,0.1637128460171927,1.0427887802087668,0.043464392876809546,0.02381087398163402,0.0,435.8006673918629,435.636976262086,434.6207440785905,436.2327106205955
0.7200000000000003,-0.01625991341447854,0.044525102713250136,10.423634723089899,0.053786062598446094,0.024625563662633354,0.0,-0.07376597022418463,0.19724866983711495,1.1156234782748378,0.026138849516751238,0.03728770953973004,0.0,428.55007345053906,429.6942098512891,430.9089482781796,429.4427648378295
0.7800000000000004,-0.021234699464506353,0.0575663910865392,10.494777690179697,0.06077048277323094,0.026889806913205305,0.0,-0.09230511826790055,0.23823362740479598,1.255610072835717,-0.0005831661076840348,0.03392462963281212,0.0,451.20465983389204,450.9336686072852,452.22999759009883,450.0726314415801
0.8400000000000004,-0.02742875718841738,0.07331314334763397,10.576305241292268,0.061538100166630194,0.029981238059162862,0.0,-0.11450960213521441,0.28672017731849925,1.4617136627219065,0.008103892507968809,0.04404499089398473,0.0,471.553019672057,472.334645509264,470.661867311125,471.33360721484286
0.9000000000000005,-0.03502532241515446,0.09193283343660694,10.669315178222957,0.06235675520405248,0.03794168140061238,0.0,-0.13963578617675057,0.33400313750256166,1.6383377486813824,0.013332783631689169,0.017555101258455268,0.0,464.1556967075071,462.07283133552045,463.1974632990948,463.60832794490125
0.9600000000000005,-0.04437108336971063,0.11354387924395104,10.774966170862596,0.06463341709080339,0.04114414604547001,0.0,-0.17229269223839672,0.38663576921556714,1.882945895261163,-0.001232950617587993,0.0002510889129774983,0.0,484.4711336012801,483.16831022048495,484.45804224737213,483.3615740219598
1.0200000000000005,-0.05561085906155749,0.13816519743838285,10.892069581556107,0.06826543610758051,0.041753080642052964,0.0,-0.20243340742293547,0.4344697454900555,2.0202270094855037,-0.0235554253845884,-0.00947553224916064,0.0,453.18341195532724,452.40101445843595,453.6192568209367,451.82334386746845
1.0800000000000005,-0.06875745306939796,0.16587818482352967,11.019382362658446,0.07327193740829951,0.043136734575141666,0.0,-0.23591704440381558,0.4898864586045727,2.223094613119957,-0.05253722590398237,0.004677107168945811,0.0,472.74411929925435,473.83339027649885,474.07662063133625,471.8441851433362
